0.000001,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,0.007326,-0.007326,0.197802,5.483721,3.386242,0.163614,0.080586,-0.021978,0.000000,-1.570796,0.994838,-0.000000,0.523599,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000
0.005196,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,-0.007326,-0.007326,0.212454,5.717071,3.198861,0.168498,0.080586,-0.026862,0.000000,-1.570796,0.994838,-0.000000,0.523599,0.000000,0.000028,0.000030,0.000022,-0.000017,0.000024,0.000025
0.010382,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,0.007326,-0.007326,0.197802,5.742998,3.386242,0.158730,0.080586,-0.021978,0.000000,-1.570796,0.994838,-0.000000,0.523599,0.000000,0.000112,0.000121,0.000089,-0.000068,0.000097,0.000101
0.015466,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,-0.021978,-0.021978,-0.007326,0.212454,5.768926,3.172092,0.158730,0.085470,-0.021978,0.000001,-1.570795,0.994839,-0.000001,0.523600,0.000001,0.000251,0.000271,0.000199,-0.000153,0.000218,0.000227
0.020538,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,0.007326,-0.021978,0.007326,0.183150,5.665215,3.279167,0.153846,0.075702,-0.021978,0.000003,-1.570793,0.994840,-0.000002,0.523602,0.000003,0.000445,0.000480,0.000352,-0.000272,0.000387,0.000402
0.025631,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,-0.021978,-0.021978,-0.007326,0.300366,5.639287,3.279167,0.168498,0.080586,-0.026862,0.000006,-1.570790,0.994843,-0.000004,0.523604,0.000006,0.000694,0.000749,0.000549,-0.000426,0.000604,0.000628
0.030705,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,0.007326,-0.007326,0.212454,5.768926,3.359473,0.168498,0.075702,-0.021978,0.000011,-1.570785,0.994846,-0.000006,0.523608,0.000010,0.000997,0.001076,0.000788,-0.000615,0.000868,0.000902
0.035787,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,0.007326,-0.021978,-0.007326,0.212454,5.665215,3.439779,0.163614,0.085470,-0.026862,0.000017,-1.570778,0.994851,-0.000010,0.523613,0.000015,0.001354,0.001461,0.001069,-0.000838,0.001181,0.001226
0.040850,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,0.007326,0.007326,-0.021978,0.197802,5.509649,3.386242,0.173382,0.070818,-0.026862,0.000025,-1.570770,0.994857,-0.000015,0.523620,0.000022,0.001764,0.001905,0.001392,-0.001097,0.001540,0.001598
0.045920,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,0.007326,-0.021978,-0.021978,0.315018,5.431865,3.439779,0.173382,0.085470,-0.021978,0.000035,-1.570759,0.994865,-0.000021,0.523629,0.000031,0.002227,0.002406,0.001756,-0.001390,0.001946,0.002019
0.051007,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,-0.021978,0.007326,0.021978,0.197802,5.639287,3.279167,0.153846,0.095238,-0.021978,0.000047,-1.570745,0.994875,-0.000029,0.523640,0.000043,0.002742,0.002964,0.002161,-0.001719,0.002400,0.002488
0.056101,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,-0.007326,-0.007326,0.212454,5.691143,3.172092,0.153846,0.085470,-0.026862,0.000063,-1.570729,0.994887,-0.000039,0.523654,0.000057,0.003310,0.003579,0.002606,-0.002084,0.002899,0.003005
0.061213,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,-0.021978,-0.021978,0.007326,0.285714,5.535576,3.198861,0.168498,0.090354,-0.021978,0.000081,-1.570709,0.994902,-0.000051,0.523670,0.000074,0.003929,0.004250,0.003092,-0.002484,0.003446,0.003570
0.066340,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,0.004396,-0.004396,-0.004396,-0.007326,-0.007326,-0.036630,0.197802,5.665215,3.198861,0.158730,0.070818,-0.021978,0.000103,-1.570685,0.994919,-0.000064,0.523689,0.000093,0.004600,0.004977,0.003618,-0.002920,0.004038,0.004182
0.071448,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,-0.007326,-0.007326,0.241758,5.535576,3.359473,0.168498,0.080586,-0.021978,0.000128,-1.570658,0.994938,-0.000080,0.523711,0.000116,0.005321,0.005760,0.004182,-0.003391,0.004676,0.004842
0.076556,-0.000954,-1.571870,0.994316,-0.000191,0.523575,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,-0.021978,-0.007326,0.197802,5.431865,3.305936,0.163614,0.085470,-0.021978,0.000157,-1.570627,0.994961,-0.000099,0.523736,0.000142,0.006093,0.006598,0.004786,-0.003899,0.005361,0.005548
