# time, q1-6, qdot1-6, qddot1-6, tau_total1-6, tau_ff1-6, tau_fb1-6
0.000000,0.000000,-1.570796,0.994838,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.034970,-14.194406,-9.435213,-0.015621,0.012687,-0.035437,0.000346,4.971527,2.982659,0.000240,0.000132,0.000045,0.000346,4.971527,2.982659,0.000240,0.000132,0.000045,0.000346,4.971527,2.982659,0.000240,0.000132,0.000045
0.010000,0.000000,-1.570796,0.994838,0.000000,0.000000,0.000000,0.000040,0.000033,0.000004,0.000017,0.000006,0.000036,0.007586,0.006256,0.000807,-0.001727,0.001251,0.118325,0.010137,4.982280,2.984689,0.000249,0.000280,0.000102,0.010137,4.982280,2.984689,0.000249,0.000280,0.000102,0.010137,4.982280,2.984689,0.000249,0.000280,0.000102
0.020000,0.000001,-1.570795,0.994838,0.000000,0.000000,0.000001,0.000159,0.000131,0.000017,0.000066,0.000025,0.000145,0.015451,0.012780,0.001602,-0.003292,0.002517,0.239520,0.025598,4.999162,2.987512,0.000288,0.000465,0.000195,0.025598,4.999162,2.987512,0.000288,0.000465,0.000195,0.025598,4.999162,2.987512,0.000288,0.000465,0.000195
0.030000,0.000004,-1.570793,0.994838,0.000002,0.000001,0.000003,0.000356,0.000295,0.000037,0.000149,0.000056,0.000322,0.023191,0.019239,0.002341,-0.004598,0.003731,0.357260,0.046638,5.022108,2.991070,0.000356,0.000684,0.000324,0.046638,5.022108,2.991070,0.000356,0.000684,0.000324,0.046638,5.022108,2.991070,0.000356,0.000684,0.000324
0.040000,0.000009,-1.570789,0.994839,0.000004,0.000001,0.000008,0.000630,0.000522,0.000064,0.000265,0.000098,0.000568,0.030807,0.025634,0.003024,-0.005647,0.004897,0.471541,0.073166,5.051056,2.995308,0.000454,0.000937,0.000488,0.073166,5.051056,2.995308,0.000454,0.000937,0.000488,0.073166,5.051056,2.995308,0.000454,0.000937,0.000488
0.050000,0.000017,-1.570782,0.994839,0.000007,0.000003,0.000015,0.000979,0.000813,0.000098,0.000414,0.000151,0.000879,0.038298,0.031964,0.003654,-0.006441,0.006015,0.582355,0.105090,5.085939,3.000172,0.000582,0.001221,0.000686,0.105090,5.085939,3.000172,0.000582,0.001221,0.000686,0.105090,5.085939,3.000172,0.000582,0.001221,0.000686
0.060000,0.000029,-1.570772,0.994841,0.000012,0.000004,0.000026,0.001403,0.001167,0.000138,0.000596,0.000215,0.001254,0.045663,0.038226,0.004231,-0.006980,0.007087,0.689698,0.142319,5.126693,3.005609,0.000739,0.001536,0.000916,0.142319,5.126693,3.005609,0.000739,0.001536,0.000916,0.142319,5.126693,3.005609,0.000739,0.001536,0.000916
0.070000,0.000046,-1.570758,0.994842,0.000019,0.000007,0.000041,0.001899,0.001583,0.000184,0.000812,0.000288,0.001691,0.052903,0.044421,0.004756,-0.007268,0.008115,0.793564,0.184760,5.173251,3.011566,0.000925,0.001881,0.001178,0.184760,5.173251,3.011566,0.000925,0.001881,0.001178,0.184760,5.173251,3.011566,0.000925,0.001881,0.001178
0.080000,0.000068,-1.570740,0.994844,0.000029,0.000010,0.000061,0.002467,0.002061,0.000234,0.001060,0.000371,0.002188,0.060016,0.050547,0.005230,-0.007305,0.009101,0.893950,0.232322,5.225545,3.017991,0.001142,0.002254,0.001471,0.232322,5.225545,3.017991,0.001142,0.002254,0.001471,0.232322,5.225545,3.017991,0.001142,0.002254,0.001471
0.090000,0.000096,-1.570716,0.994847,0.000041,0.000015,0.000085,0.003105,0.002599,0.000290,0.001342,0.000464,0.002743,0.067003,0.056604,0.005654,-0.007094,0.010046,0.990853,0.284911,5.283507,3.024835,0.001388,0.002654,0.001793,0.284911,5.283507,3.024835,0.001388,0.002654,0.001793,0.284911,5.283507,3.024835,0.001388,0.002654,0.001793
0.100000,0.000131,-1.570687,0.994850,0.000056,0.000020,0.000116,0.003813,0.003198,0.000349,0.001657,0.000565,0.003354,0.073863,0.062590,0.006029,-0.006636,0.010952,1.084270,0.342435,5.347067,3.032047,0.001664,0.003079,0.002143,0.342435,5.347067,3.032047,0.001664,0.003079,0.002143,0.342435,5.347067,3.032047,0.001664,0.003079,0.002143
0.110000,0.000173,-1.570652,0.994854,0.000075,0.000026,0.000153,0.004588,0.003856,0.000411,0.002005,0.000675,0.004019,0.080596,0.068505,0.006356,-0.005934,0.011820,1.174199,0.404801,5.416157,3.039579,0.001969,0.003530,0.002521,0.404801,5.416157,3.039579,0.001969,0.003530,0.002521,0.404801,5.416157,3.039579,0.001969,0.003530,0.002521
0.120000,0.000224,-1.570609,0.994859,0.000097,0.000033,0.000197,0.005430,0.004573,0.000477,0.002386,0.000792,0.004736,0.087201,0.074347,0.006635,-0.004989,0.012653,1.260640,0.471915,5.490224,3.047384,0.002304,0.004004,0.002926,0.471915,5.490224,3.047384,0.002304,0.004004,0.002926,0.471915,5.490224,3.047384,0.002304,0.004004,0.002926
0.130000,0.000283,-1.570559,0.994864,0.000123,0.000042,0.000249,0.006337,0.005348,0.000545,0.002800,0.000918,0.005503,0.093679,0.080117,0.006868,-0.003804,0.013452,1.343592,0.516558,5.491598,3.055415,0.002668,0.004501,0.003356,0.516558,5.491598,3.055415,0.002668,0.004501,0.003356,0.516558,5.491598,3.055415,0.002668,0.004501,0.003356
0.140000,0.000351,-1.570501,0.994869,0.000153,0.000052,0.000308,0.007309,0.006180,0.000615,0.003246,0.001051,0.006318,0.100028,0.085812,0.007056,-0.002381,0.014218,1.423055,0.517721,5.492932,3.063626,0.003062,0.005020,0.003811,0.517721,5.492932,3.063626,0.003062,0.005020,0.003811,0.517721,5.492932,3.063626,0.003062,0.005020,0.003811
0.150000,0.000430,-1.570435,0.994876,0.000188,0.000063,0.000376,0.008343,0.007068,0.000687,0.003726,0.001190,0.007179,0.106249,0.091433,0.007200,-0.000722,0.014952,1.499031,0.518868,5.494221,3.071973,0.003485,0.005559,0.004288,0.518868,5.494221,3.071973,0.003485,0.005559,0.004288,0.518868,5.494221,3.071973,0.003485,0.005559,0.004288
0.160000,0.000520,-1.570359,0.994883,0.000228,0.000076,0.000453,0.009438,0.008013,0.000760,0.004238,0.001337,0.008085,0.112341,0.096977,0.007300,0.001171,0.015658,1.571520,0.519998,5.495465,3.080412,0.003938,0.006119,0.004788,0.519998,5.495465,3.080412,0.003938,0.006119,0.004788,0.519998,5.495465,3.080412,0.003938,0.006119,0.004788
0.170000,0.000620,-1.570273,0.994891,0.000274,0.000090,0.000539,0.010594,0.009012,0.000834,0.004782,0.001490,0.009032,0.118305,0.102445,0.007358,0.003294,0.016335,1.640527,0.521111,5.496662,3.088899,0.004420,0.006698,0.005310,0.521111,5.496662,3.088899,0.004420,0.006698,0.005310,0.521111,5.496662,3.088899,0.004420,0.006698,0.005310
0.180000,0.000733,-1.570177,0.994900,0.000325,0.000106,0.000635,0.011808,0.010066,0.000909,0.005359,0.001648,0.010020,0.124139,0.107836,0.007374,0.005647,0.016985,1.706053,0.522208,5.497809,3.097394,0.004931,0.007294,0.005851,0.522208,5.497809,3.097394,0.004931,0.007294,0.005851,0.522208,5.497809,3.097394,0.004931,0.007294,0.005851
0.190000,0.000858,-1.570071,0.994910,0.000382,0.000123,0.000741,0.013081,0.011173,0.000983,0.005969,0.001813,0.011046,0.129844,0.113148,0.007350,0.008226,0.017611,1.768104,0.523288,5.498905,3.105856,0.005471,0.007909,0.006412,0.523288,5.498905,3.105856,0.005471,0.007909,0.006412,0.523288,5.498905,3.105856,0.005471,0.007909,0.006412
0.200000,0.000996,-1.569953,0.994920,0.000445,0.000142,0.000857,0.014409,0.012332,0.001057,0.006610,0.001983,0.012108,0.135420,0.118381,0.007286,0.011029,0.018212,1.826682,0.524350,5.499948,3.114244,0.006039,0.008540,0.006990,0.524350,5.499948,3.114244,0.006039,0.008540,0.006990,0.524350,5.499948,3.114244,0.006039,0.008540,0.006990
0.210000,0.001148,-1.569823,0.994931,0.000514,0.000163,0.000984,0.015792,0.013544,0.001130,0.007284,0.002159,0.013205,0.140866,0.123534,0.007184,0.014053,0.018792,1.881795,0.525396,5.500935,3.122519,0.006637,0.009187,0.007586,0.525396,5.500935,3.122519,0.006637,0.009187,0.007586,0.525396,5.500935,3.122519,0.006637,0.009187,0.007586
0.220000,0.001313,-1.569680,0.994942,0.000591,0.000186,0.001122,0.017230,0.014806,0.001202,0.007989,0.002339,0.014334,0.146182,0.128606,0.007043,0.017296,0.019350,1.933446,0.526423,5.501866,3.130644,0.007263,0.009850,0.008198,0.526423,5.501866,3.130644,0.007263,0.009850,0.008198,0.526423,5.501866,3.130644,0.007263,0.009850,0.008198
0.230000,0.001494,-1.569525,0.994955,0.000675,0.000210,0.001272,0.018719,0.016119,0.001273,0.008727,0.002525,0.015493,0.151369,0.133597,0.006866,0.020755,0.019890,1.981645,0.527433,5.502737,3.138582,0.007918,0.010527,0.008825,0.527433,5.502737,3.138582,0.007918,0.010527,0.008825,0.527433,5.502737,3.138582,0.007918,0.010527,0.008825
0.240000,0.001689,-1.569356,0.994968,0.000767,0.000236,0.001433,0.020260,0.017481,0.001341,0.009495,0.002714,0.016681,0.156425,0.138505,0.006653,0.024427,0.020411,2.026397,0.528424,5.503548,3.146296,0.008601,0.011219,0.009466,0.528424,5.503548,3.146296,0.008601,0.011219,0.009466,0.528424,5.503548,3.146296,0.008601,0.011219,0.009466
0.250000,0.001901,-1.569174,0.994982,0.000866,0.000265,0.001607,0.021851,0.018892,0.001407,0.010296,0.002909,0.017895,0.161351,0.143331,0.006405,0.028309,0.020915,2.067711,0.529397,5.504296,3.153751,0.009313,0.011924,0.010120,0.529397,5.504296,3.153751,0.009313,0.011924,0.010120,0.529397,5.504296,3.153751,0.009313,0.011924,0.010120
0.260000,0.002128,-1.568977,0.994996,0.000973,0.000295,0.001793,0.023490,0.020351,0.001471,0.011127,0.003107,0.019134,0.166147,0.148072,0.006123,0.032399,0.021403,2.105595,0.530352,5.504980,3.160912,0.010052,0.012642,0.010786,0.530352,5.504980,3.160912,0.010052,0.012642,0.010786,0.530352,5.504980,3.160912,0.010052,0.012642,0.010786
0.270000,0.002372,-1.568765,0.995011,0.001089,0.000327,0.001991,0.025176,0.021856,0.001531,0.011989,0.003309,0.020395,0.170813,0.152728,0.005807,0.036694,0.021878,2.140059,0.531288,5.505597,3.167747,0.010820,0.013373,0.011462,0.531288,5.505597,3.167747,0.010820,0.013373,0.011462,0.531288,5.505597,3.167747,0.010820,0.013373,0.011462
0.280000,0.002634,-1.568538,0.995027,0.001214,0.000361,0.002202,0.026908,0.023408,0.001588,0.012882,0.003515,0.021677,0.175348,0.157299,0.005459,0.041190,0.022339,2.171113,0.532206,5.506147,3.174223,0.011615,0.014116,0.012149,0.532206,5.506147,3.174223,0.011615,0.014116,0.012149,0.532206,5.506147,3.174223,0.011615,0.014116,0.012149
0.290000,0.002912,-1.568295,0.995043,0.001348,0.000397,0.002426,0.028685,0.025004,0.001642,0.013806,0.003725,0.022977,0.179753,0.161785,0.005080,0.045885,0.022789,2.198768,0.533104,5.506627,3.180309,0.012437,0.014871,0.012844,0.533104,5.506627,3.180309,0.012437,0.014871,0.012844,0.533104,5.506627,3.180309,0.012437,0.014871,0.012844
0.300000,0.003209,-1.568036,0.995060,0.001491,0.000436,0.002663,0.030505,0.026646,0.001691,0.014759,0.003938,0.024295,0.184028,0.166183,0.004671,0.050776,0.023228,2.223036,0.533983,5.507035,3.185973,0.013287,0.015637,0.013548,0.533983,5.507035,3.185973,0.013287,0.015637,0.013548,0.533983,5.507035,3.185973,0.013287,0.015637,0.013548
0.310000,0.003525,-1.567761,0.995077,0.001644,0.000476,0.002913,0.032367,0.028330,0.001737,0.015743,0.004154,0.025627,0.188172,0.170493,0.004232,0.055860,0.023658,2.243928,0.534842,5.507370,3.191186,0.014164,0.016414,0.014258,0.534842,5.507370,3.191186,0.014164,0.016414,0.014258,0.534842,5.507370,3.191186,0.014164,0.016414,0.014258
0.320000,0.003859,-1.567468,0.995094,0.001807,0.000519,0.003177,0.034270,0.030057,0.001778,0.016757,0.004374,0.026972,0.192186,0.174716,0.003764,0.061133,0.024080,2.261457,0.535682,5.507631,3.195919,0.015067,0.017201,0.014974,0.535682,5.507631,3.195919,0.015067,0.017201,0.014974,0.535682,5.507631,3.195919,0.015067,0.017201,0.014974
0.330000,0.004212,-1.567158,0.995112,0.001981,0.000564,0.003454,0.036213,0.031826,0.001814,0.017800,0.004596,0.028328,0.196070,0.178850,0.003268,0.066592,0.024494,2.275637,0.536502,5.507814,3.200144,0.015998,0.017999,0.015695,0.536502,5.507814,3.200144,0.015998,0.017999,0.015695,0.536502,5.507814,3.200144,0.015998,0.017999,0.015695
0.340000,0.004585,-1.566829,0.995131,0.002164,0.000611,0.003745,0.038193,0.033636,0.001845,0.018872,0.004822,0.029694,0.199823,0.182894,0.002746,0.072234,0.024903,2.286481,0.537302,5.507920,3.203835,0.016954,0.018807,0.016419,0.537302,5.507920,3.203835,0.016954,0.018807,0.016419,0.537302,5.507920,3.203835,0.016954,0.018807,0.016419
0.350000,0.004978,-1.566483,0.995149,0.002359,0.000661,0.004049,0.040211,0.035486,0.001870,0.019973,0.005050,0.031066,0.203447,0.186848,0.002197,0.078056,0.025307,2.294006,0.538082,5.507945,3.206964,0.017937,0.019625,0.017147,0.538082,5.507945,3.206964,0.017937,0.019625,0.017147,0.538082,5.507945,3.206964,0.017937,0.019625,0.017147
0.360000,0.005391,-1.566118,0.995168,0.002565,0.000713,0.004367,0.042264,0.037374,0.001890,0.021103,0.005281,0.032444,0.206940,0.190711,0.001623,0.084055,0.025707,2.298225,0.538841,5.507889,3.209507,0.018945,0.020452,0.017876,0.538841,5.507889,3.209507,0.018945,0.020452,0.017876,0.538841,5.507889,3.209507,0.018945,0.020452,0.017876
0.370000,0.005825,-1.565733,0.995187,0.002782,0.000767,0.004699,0.044351,0.039301,0.001905,0.022261,0.005515,0.033825,0.210304,0.194483,0.001025,0.090227,0.026104,2.299156,0.539580,5.507750,3.211438,0.019979,0.021289,0.018606,0.539580,5.507750,3.211438,0.019979,0.021289,0.018606,0.539580,5.507750,3.211438,0.019979,0.021289,0.018606
0.380000,0.006281,-1.565330,0.995206,0.003012,0.000823,0.005045,0.046471,0.041265,0.001913,0.023447,0.005751,0.035208,0.213538,0.198163,0.000403,0.096569,0.026499,2.296814,0.540298,5.507526,3.212736,0.021039,0.022135,0.019336,0.540298,5.507526,3.212736,0.021039,0.022135,0.019336,0.540298,5.507526,3.212736,0.021039,0.022135,0.019336
0.390000,0.006757,-1.564906,0.995225,0.003253,0.000882,0.005405,0.048622,0.043265,0.001914,0.024661,0.005989,0.036591,0.216642,0.201750,-0.000242,0.103077,0.026894,2.291218,0.540995,5.507215,3.213375,0.022123,0.022990,0.020065,0.540995,5.507215,3.213375,0.022123,0.022990,0.020065,0.540995,5.507215,3.213375,0.022123,0.022990,0.020065
0.400000,0.007255,-1.564462,0.995245,0.003506,0.000943,0.005778,0.050804,0.045301,0.001910,0.025903,0.006230,0.037971,0.219617,0.205244,-0.000909,0.109748,0.027289,2.282385,0.541671,5.506816,3.213336,0.023232,0.023854,0.020792,0.541671,5.506816,3.213336,0.023232,0.023854,0.020792,0.541671,5.506816,3.213336,0.023232,0.023854,0.020792
0.410000,0.007775,-1.563998,0.995264,0.003772,0.001007,0.006166,0.053016,0.047371,0.001898,0.027171,0.006474,0.039348,0.222463,0.208645,-0.001596,0.116579,0.027685,2.270334,0.542326,5.506328,3.212596,0.024366,0.024726,0.021515,0.542326,5.506328,3.212596,0.024366,0.024726,0.021515,0.542326,5.506328,3.212596,0.024366,0.024726,0.021515
0.420000,0.008318,-1.563513,0.995282,0.004051,0.001073,0.006567,0.055255,0.049474,0.001880,0.028466,0.006719,0.040718,0.225180,0.211951,-0.002304,0.123565,0.028082,2.255084,0.542960,5.505749,3.211135,0.025523,0.025608,0.022235,0.542960,5.505749,3.211135,0.025523,0.025608,0.022235,0.542960,5.505749,3.211135,0.025523,0.025608,0.022235
0.430000,0.008883,-1.563006,0.995301,0.004343,0.001141,0.006981,0.057520,0.051610,0.001854,0.029787,0.006967,0.042081,0.227768,0.215163,-0.003032,0.130704,0.028483,2.236655,0.543572,5.505078,3.208935,0.026704,0.026498,0.022950,0.543572,5.505078,3.208935,0.026704,0.026498,0.022950,0.543572,5.505078,3.208935,0.026704,0.026498,0.022950
0.440000,0.009471,-1.562478,0.995320,0.004648,0.001212,0.007410,0.059811,0.053778,0.001821,0.031134,0.007217,0.043435,0.230228,0.218280,-0.003778,0.137992,0.028888,2.215068,0.544163,5.504312,3.205975,0.027909,0.027398,0.023658,0.544163,5.504312,3.205975,0.027909,0.027398,0.023658,0.544163,5.504312,3.205975,0.027909,0.027398,0.023658
0.450000,0.010081,-1.561928,0.995337,0.004967,0.001286,0.007851,0.062125,0.055976,0.001780,0.032507,0.007469,0.044777,0.232560,0.221301,-0.004541,0.145425,0.029297,2.190344,0.544732,5.503451,3.202239,0.029137,0.028306,0.024360,0.544732,5.503451,3.202239,0.029137,0.028306,0.024360,0.544732,5.503451,3.202239,0.029137,0.028306,0.024360
0.460000,0.010716,-1.561356,0.995355,0.005300,0.001362,0.008306,0.064463,0.058204,0.001732,0.033905,0.007723,0.046107,0.234764,0.224226,-0.005322,0.152999,0.029712,2.162504,0.545279,5.502493,3.197710,0.030388,0.029222,0.025054,0.545279,5.502493,3.197710,0.030388,0.029222,0.025054,0.545279,5.502493,3.197710,0.030388,0.029222,0.025054
