0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.455752,4.790929,6.346017,8.121017,10.115928,12.330751,0.372096,0.606612,0.954804,1.365243,1.922650,2.591285,0.372096,0.606612,0.954804,1.365243,1.922650,2.591285,0.372096,0.606612,0.954804,1.365243,1.922650,2.591285
0.010000,0.034543,0.047882,0.063414,0.081137,0.101048,0.123144,3.451257,4.782723,6.332147,8.098935,10.082414,12.281831,-0.057489,-0.362981,-0.998823,-2.160410,-4.104170,-7.204627,-0.057489,-0.362981,-0.998823,-2.160410,-4.104170,-7.204627,-0.057489,-0.362981,-0.998823,-2.160410,-4.104170,-7.204627
0.020000,0.068995,0.095600,0.126551,0.161832,0.201426,0.245312,3.437789,4.758141,6.290613,8.032843,9.982154,12.135561,-0.523843,-1.356927,-2.933693,-5.649730,-10.117738,-16.893900,-0.523843,-1.356927,-2.933693,-5.649730,-10.117738,-16.893900,-0.523843,-1.356927,-2.933693,-5.649730,-10.117738,-16.893900
0.030000,0.103269,0.142991,0.189135,0.241648,0.300471,0.365536,3.415393,4.717293,6.221651,7.923201,9.815993,11.893406,-0.983051,-2.333649,-4.854747,-9.140371,-16.017588,-26.424944,-0.983051,-2.333649,-4.854747,-9.140371,-16.017588,-26.424944,-0.983051,-2.333649,-4.854747,-9.140371,-16.017588,-26.424944
0.040000,0.137274,0.189892,0.250894,0.320153,0.397531,0.482868,3.384146,4.660362,6.125651,7.770773,9.585327,11.557789,-1.424374,-3.296182,-6.729811,-12.554020,-21.792739,-35.684011,-1.424374,-3.296182,-6.729811,-12.554020,-21.792739,-35.684011,-1.424374,-3.296182,-6.729811,-12.554020,-21.792739,-35.684011
0.050000,0.170922,0.236145,0.311559,0.396925,0.491969,0.596391,3.344157,4.587603,6.003154,7.576618,9.292097,11.132062,-1.856507,-4.249557,-8.571547,-15.866361,-27.367571,-44.581552,-1.856507,-4.249557,-8.571547,-15.866361,-27.367571,-44.581552,-1.856507,-4.249557,-8.571547,-15.866361,-27.367571,-44.581552
0.060000,0.204128,0.281592,0.370871,0.471551,0.583172,0.705223,3.295561,4.499340,5.854851,7.342086,8.938764,10.620472,-2.285521,-5.181918,-10.379122,-19.065761,-32.702695,-53.048176,-2.285521,-5.181918,-10.379122,-19.065761,-32.702695,-53.048176,-2.285521,-5.181918,-10.379122,-19.065761,-32.702695,-53.048176
0.070000,0.236805,0.326081,0.428573,0.543637,0.670554,0.808531,3.238525,4.395967,5.681577,7.068805,8.528286,10.028112,-2.739894,-6.082671,-12.125216,-22.142654,-37.783412,-60.964579,-2.739894,-6.082671,-12.125216,-22.142654,-37.783412,-60.964579,-2.739894,-6.082671,-12.125216,-22.142654,-37.783412,-60.964579
0.080000,0.268871,0.369463,0.484422,0.612804,0.753559,0.905536,3.173246,4.277946,5.484307,6.758665,8.064097,9.360861,-3.127149,-6.962694,-13.804779,-25.074466,-42.502956,-68.248881,-3.127149,-6.962694,-13.804779,-25.074466,-42.502956,-68.248881,-3.127149,-6.962694,-13.804779,-25.074466,-42.502956,-68.248881
0.090000,0.300244,0.411593,0.538183,0.678695,0.831669,0.995521,3.099946,4.145802,5.264149,6.413812,7.550066,8.625320,-3.543338,-7.792258,-15.384357,-27.827801,-46.906097,-74.868899,-3.543338,-7.792258,-15.384357,-27.827801,-46.906097,-74.868899,-3.543338,-7.792258,-15.384357,-27.827801,-46.906097,-74.868899
