0.000000,0.000000,-1.570796,0.994838,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000784,4.971904,2.983609,0.000317,0.000135,0.000109,0.000784,4.971904,2.983609,0.000317,0.000135,0.000109,0.000784,4.971904,2.983609,0.000317,0.000135,0.000109
0.010000,0.000000,-1.570796,0.994838,0.000000,0.000000,0.000000,0.000078,0.000054,0.000080,0.000073,0.000007,0.000065,0.023155,4.992571,3.013178,0.002563,0.000330,0.002033,0.023155,4.992571,3.013178,0.002563,0.000330,0.002033,0.023155,4.992571,3.013178,0.002563,0.000330,0.002033
0.020000,0.000002,-1.570795,0.994840,0.000002,0.000000,0.000002,0.000312,0.000214,0.000319,0.000290,0.000025,0.000257,0.058838,5.023916,3.060453,0.006237,0.000518,0.005169,0.058838,5.023916,3.060453,0.006237,0.000518,0.005169,0.058838,5.023916,3.060453,0.006237,0.000518,0.005169
0.030000,0.000007,-1.570791,0.994845,0.000007,0.000001,0.000006,0.000700,0.000477,0.000712,0.000650,0.000050,0.000576,0.107720,5.065616,3.125093,0.011330,0.000700,0.009500,0.107720,5.065616,3.125093,0.011330,0.000700,0.009500,0.107720,5.065616,3.125093,0.011330,0.000700,0.009500
0.040000,0.000017,-1.570785,0.994855,0.000016,0.000001,0.000014,0.001242,0.000840,0.001258,0.001153,0.000078,0.001019,0.169682,5.117351,3.206757,0.017827,0.000876,0.015010,0.169682,5.117351,3.206757,0.017827,0.000876,0.015010,0.169682,5.117351,3.206757,0.017827,0.000876,0.015010
0.050000,0.000033,-1.570774,0.994871,0.000031,0.000002,0.000027,0.001935,0.001300,0.001954,0.001797,0.000105,0.001585,0.244607,5.178805,3.305103,0.025717,0.001046,0.021681,0.244607,5.178805,3.305103,0.025717,0.001046,0.021681,0.244607,5.178805,3.305103,0.025717,0.001046,0.021681
0.060000,0.000057,-1.570758,0.994896,0.000053,0.000003,0.000047,0.002778,0.001853,0.002795,0.002580,0.000126,0.002272,0.332375,5.249666,3.419788,0.034987,0.001212,0.029496,0.332375,5.249666,3.419788,0.034987,0.001212,0.029496,0.332375,5.249666,3.419788,0.034987,0.001212,0.029496
0.070000,0.000090,-1.570736,0.994929,0.000084,0.000005,0.000074,0.003770,0.002498,0.003780,0.003502,0.000139,0.003078,0.432863,5.329629,3.503459,0.045623,0.001372,0.038437,0.432863,5.329629,3.503459,0.045623,0.001372,0.038437,0.432863,5.329629,3.503459,0.045623,0.001372,0.038437
0.080000,0.000134,-1.570707,0.994973,0.000125,0.000006,0.000110,0.004909,0.003230,0.004905,0.004562,0.000138,0.004002,0.522207,5.418393,3.506306,0.057612,0.001529,0.048487,0.522207,5.418393,3.506306,0.057612,0.001529,0.048487,0.522207,5.418393,3.506306,0.057612,0.001529,0.048487
0.090000,0.000190,-1.570670,0.995029,0.000177,0.000007,0.000155,0.006195,0.004047,0.006166,0.005757,0.000121,0.005041,0.524904,5.506704,3.509138,0.070941,0.001681,0.059627,0.524904,5.506704,3.509138,0.070941,0.001681,0.059627,0.524904,5.506704,3.509138,0.070941,0.001681,0.059627
