time,q1,q2,q3,q4,q5,q6,qv1,qv2,qv3,qv4,qv5,qv6,tau1,tau2,tau3,tau4,tau5,tau6,q_des1,q_des2,q_des3,q_des4,q_des5,q_des6,qv_des1,qv_des2,qv_des3,qv_des4,qv_des5,qv_des6
0.189565,-0.000954,-1.571870,0.994316,-0.000191,-0.000191,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,0.007326,-0.021978,0.257875,3.094505,1.755311,0.020513,-0.001954,-0.012210,0.000457,-1.570680,0.994644,0.000844,0.001005,-0.000607,0.007297,0.001870,-0.003081,0.013405,0.016111,-0.009906
0.194682,-0.000954,-1.571870,0.994316,-0.000191,-0.000191,-0.000191,0.004396,-0.004396,-0.004396,-0.021978,-0.021978,-0.007326,0.256410,3.090110,1.755311,0.021001,-0.000977,-0.012210,0.000495,-1.570670,0.994628,0.000913,0.001088,-0.000659,0.007690,0.001972,-0.003244,0.014119,0.016984,-0.010463
0.199795,-0.000954,-1.571870,0.994316,-0.000191,-0.000191,-0.000191,0.004396,-0.004396,-0.004396,0.007326,-0.007326,-0.021978,0.256410,3.100366,1.749451,0.021490,0.000488,-0.012210,0.000534,-1.570660,0.994611,0.000986,0.001176,-0.000713,0.008093,0.002076,-0.003411,0.014850,0.017880,-0.011037
0.204939,-0.000954,-1.571870,0.994316,-0.000191,-0.000191,-0.000191,0.004396,-0.004396,-0.004396,-0.007326,0.021978,0.021978,0.240293,3.110623,1.739194,0.021978,-0.000000,-0.012210,0.000576,-1.570649,0.994593,0.001063,0.001268,-0.000770,0.008506,0.002182,-0.003582,0.015598,0.018798,-0.011626
0.210562,-0.000954,-1.571870,0.994316,-0.000191,-0.000191,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,-0.007326,-0.021978,0.232967,3.112088,1.737729,0.022955,0.000977,-0.012210,0.000666,-1.570626,0.994556,0.001227,0.001467,-0.000893,0.009360,0.002403,-0.003934,0.017146,0.020700,-0.012852
0.215688,-0.000954,-1.571488,0.994316,-0.000191,-0.000191,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,-0.007326,-0.007326,0.228571,3.116483,1.739194,0.023443,0.001465,-0.012210,0.000714,-1.570614,0.994535,0.001315,0.001573,-0.000959,0.009802,0.002517,-0.004116,0.017945,0.021684,-0.013489
0.220840,-0.000954,-1.571488,0.994316,-0.000191,-0.000191,-0.000191,0.004396,-0.004396,-0.004396,-0.007326,-0.007326,-0.007326,0.225641,3.129670,1.746520,0.022955,0.002442,-0.012210,0.000764,-1.570601,0.994514,0.001407,0.001684,-0.001028,0.010253,0.002633,-0.004301,0.018761,0.022690,-0.014143
0.225951,-0.000572,-1.571488,0.994316,-0.000191,-0.000191,-0.000191,0.004396,-0.004396,-0.004396,0.007326,-0.021978,-0.007326,0.216850,3.132601,1.745055,0.022955,0.003419,-0.012210,0.000817,-1.570587,0.994492,0.001504,0.001801,-0.001101,0.010714,0.002752,-0.004490,0.019594,0.023718,-0.014812
0.231067,-0.000572,-1.571488,0.994316,-0.000191,-0.000191,-0.000191,0.004396,-0.004396,-0.004396,-0.021978,-0.007326,-0.021978,0.194872,3.136996,1.761172,0.023932,0.005372,-0.012210,0.000872,-1.570573,0.994469,0.001604,0.001923,-0.001177,0.011185,0.002874,-0.004683,0.020443,0.024767,-0.015498
0.236207,-0.000572,-1.571488,0.994316,-0.000191,-0.000191,-0.000191,0.004396,0.004396,-0.004396,-0.007326,-0.021978,-0.007326,0.172894,3.134066,1.768498,0.024420,0.005861,-0.012210,0.000929,-1.570558,0.994445,0.001709,0.002050,-0.001257,0.011665,0.002997,-0.004878,0.021309,0.025838,-0.016200
0.241311,-0.000572,-1.571488,0.994316,-0.000191,-0.000191,-0.000191,0.004396,-0.004396,-0.004396,-0.021978,-0.007326,-0.007326,0.146520,3.148718,1.768498,0.025397,0.006349,-0.012698,0.000989,-1.570543,0.994420,0.001818,0.002182,-0.001340,0.012154,0.003124,-0.005077,0.022191,0.026930,-0.016918
0.246427,-0.000572,-1.571488,0.994316,-0.000191,-0.000191,-0.000191,0.004396,-0.004396,-0.004396,0.007326,-0.021978,-0.021978,0.124542,3.160439,1.780220,0.025885,0.007326,-0.012698,0.001051,-1.570527,0.994394,0.001932,0.002320,-0.001426,0.012653,0.003252,-0.005280,0.023090,0.028043,-0.017653
0.251743,-0.000572,-1.571488,0.994316,-0.000191,-0.000191,-0.000191,0.013187,-0.004396,-0.004396,-0.007326,-0.007326,-0.007326,0.092308,3.178022,1.778755,0.027350,0.008303,-0.013187,0.001116,-1.570510,0.994367,0.002050,0.002464,-0.001517,0.013161,0.003383,-0.005486,0.024005,0.029178,-0.018403
0.256892,-0.000572,-1.571488,0.994316,-0.000191,-0.000191,-0.000191,0.004396,-0.004396,-0.004396,0.007326,-0.007326,-0.021978,0.070330,3.170696,1.783150,0.028816,0.009280,-0.013675,0.001183,-1.570493,0.994339,0.002173,0.002613,-0.001611,0.013678,0.003517,-0.005695,0.024936,0.030334,-0.019171
0.262008,-0.000572,-1.571488,0.994316,-0.000191,-0.000191,-0.000191,0.004396,-0.004396,-0.004396,-0.007326,0.007326,-0.007326,0.043956,3.176557,1.778755,0.030281,0.010256,-0.014164,0.001253,-1.570475,0.994310,0.002300,0.002768,-0.001709,0.014205,0.003652,-0.005907,0.025882,0.031511,-0.019954
0.267138,-0.000191,-1.571488,0.994316,-0.000191,-0.000191,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,-0.007326,-0.007326,0.023443,3.182418,1.775824,0.032723,0.011722,-0.014652,0.001326,-1.570456,0.994280,0.002433,0.002929,-0.001812,0.014741,0.003790,-0.006122,0.026845,0.032709,-0.020754
0.272290,-0.000191,-1.571488,0.994316,-0.000191,-0.000191,-0.000191,-0.004396,-0.004396,-0.004396,0.007326,-0.021978,-0.021978,-0.008791,3.182418,1.775824,0.035165,0.012210,-0.015140,0.001401,-1.570437,0.994249,0.002570,0.003097,-0.001918,0.015285,0.003931,-0.006341,0.027824,0.033927,-0.021570
0.277380,-0.000191,-1.571488,0.994316,-0.000191,0.000191,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,0.007326,0.007326,-0.030769,3.195604,1.775824,0.037607,0.012698,-0.015629,0.001479,-1.570417,0.994216,0.002712,0.003270,-0.002028,0.015839,0.004073,-0.006562,0.028818,0.035167,-0.022403
0.282483,-0.000191,-1.571488,0.994316,-0.000191,0.000191,-0.000191,-0.004396,-0.004396,-0.004396,0.007326,0.007326,0.007326,-0.032234,3.204396,1.774359,0.039072,0.012698,-0.016117,0.001560,-1.570396,0.994183,0.002859,0.003450,-0.002143,0.016402,0.004218,-0.006787,0.029828,0.036426,-0.023252
0.287640,-0.000191,-1.571488,0.994316,-0.000191,-0.000191,-0.000191,-0.004396,-0.004396,-0.004396,0.007326,-0.021978,0.007326,-0.041026,3.214652,1.755311,0.041026,0.013675,-0.016606,0.001644,-1.570375,0.994148,0.003011,0.003636,-0.002262,0.016974,0.004365,-0.007014,0.030853,0.037707,-0.024118
0.292753,-0.000191,-1.571488,0.994316,-0.000191,0.000191,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,0.007326,0.007326,-0.041026,3.226374,1.756777,0.042491,0.014164,-0.016606,0.001731,-1.570352,0.994112,0.003169,0.003828,-0.002385,0.017555,0.004515,-0.007244,0.031894,0.039007,-0.025001
0.297868,-0.000191,-1.571488,0.994316,-0.000191,0.000191,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,0.007326,0.007326,-0.042491,3.245421,1.742125,0.044933,0.015140,-0.017582,0.001820,-1.570329,0.994075,0.003331,0.004027,-0.002513,0.018144,0.004666,-0.007478,0.032950,0.040328,-0.025899
0.303001,-0.000191,-1.571488,0.994316,-0.000191,0.000191,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,0.007326,-0.007326,-0.029304,3.261538,1.745055,0.047863,0.014652,-0.018071,0.001913,-1.570306,0.994037,0.003499,0.004233,-0.002645,0.018742,0.004820,-0.007713,0.034021,0.041668,-0.026815
0.308103,-0.000191,-1.571488,0.994316,-0.000191,0.000191,-0.000191,-0.004396,-0.004396,-0.004396,0.007326,-0.007326,0.007326,-0.023443,3.292308,1.739194,0.050305,0.016606,-0.018071,0.002008,-1.570281,0.993998,0.003673,0.004445,-0.002782,0.019349,0.004976,-0.007952,0.035107,0.043029,-0.027747
0.313217,-0.000191,-1.571488,0.994316,-0.000191,0.000191,-0.000191,-0.004396,-0.004396,-0.004396,-0.036630,0.007326,0.007326,-0.008791,3.306960,1.752381,0.052259,0.017582,-0.018071,0.002107,-1.570256,0.993958,0.003851,0.004664,-0.002923,0.019965,0.005134,-0.008193,0.036208,0.044410,-0.028696
0.318370,-0.000191,-1.571488,0.994316,-0.000191,0.000191,-0.000191,-0.004396,-0.004396,-0.004396,-0.007326,0.007326,-0.007326,0.004396,3.333333,1.747985,0.055189,0.018071,-0.018559,0.002208,-1.570230,0.993916,0.004036,0.004891,-0.003070,0.020589,0.005294,-0.008437,0.037324,0.045810,-0.029661
0.323460,-0.000191,-1.571488,0.994316,0.000191,0.000191,-0.000191,-0.004396,-0.004396,-0.004396,0.007326,0.007326,-0.007326,0.014652,3.358242,1.740659,0.057143,0.019536,-0.019048,0.002313,-1.570203,0.993873,0.004226,0.005124,-0.003221,0.021222,0.005456,-0.008683,0.038455,0.047229,-0.030643
0.328575,-0.000191,-1.571488,0.994316,0.000191,0.000191,-0.000191,-0.004396,0.004396,-0.004396,0.007326,-0.007326,0.007326,0.027839,3.368498,1.742125,0.060073,0.021001,-0.020024,0.002421,-1.570175,0.993829,0.004421,0.005364,-0.003377,0.021863,0.005620,-0.008932,0.039600,0.048668,-0.031642
0.333671,-0.000191,-1.571488,0.994316,0.000191,0.000191,-0.000191,-0.004396,-0.004396,-0.004396,0.007326,-0.007326,-0.021978,0.039560,3.369963,1.736264,0.063980,0.021978,-0.021001,0.002533,-1.570146,0.993783,0.004623,0.005612,-0.003538,0.022513,0.005787,-0.009183,0.040760,0.050126,-0.032657
0.338759,-0.000191,-1.571488,0.994316,0.000191,0.000572,-0.000191,-0.004396,0.004396,-0.004396,-0.007326,0.007326,-0.021978,0.057143,3.374359,1.749451,0.066422,0.022955,-0.022466,0.002647,-1.570117,0.993737,0.004830,0.005867,-0.003705,0.023171,0.005955,-0.009437,0.041934,0.051604,-0.033689
0.343859,-0.000191,-1.571488,0.994316,0.000191,0.000572,-0.000191,0.004396,-0.004396,-0.004396,0.007326,0.036630,-0.007326,0.071795,3.374359,1.742125,0.068376,0.024908,-0.023932,0.002765,-1.570086,0.993689,0.005044,0.006130,-0.003876,0.023837,0.006125,-0.009693,0.043123,0.053100,-0.034738
0.348942,-0.000191,-1.571488,0.994316,0.000191,0.000572,-0.000191,0.004396,0.004396,-0.004396,0.021978,0.007326,-0.007326,0.092308,3.365568,1.749451,0.070330,0.026374,-0.024908,0.002886,-1.570055,0.993640,0.005263,0.006400,-0.004053,0.024511,0.006297,-0.009951,0.044326,0.054615,-0.035804
0.354030,-0.000191,-1.571488,0.994316,0.000572,0.000572,-0.000191,0.004396,-0.004396,-0.004396,0.007326,0.007326,-0.036630,0.109890,3.361172,1.752381,0.070330,0.028327,-0.025885,0.003011,-1.570023,0.993589,0.005488,0.006677,-0.004235,0.025194,0.006471,-0.010211,0.045543,0.056149,-0.036886
0.359125,-0.000191,-1.571488,0.994316,0.000572,0.000572,-0.000191,0.004396,0.004396,-0.004396,0.007326,0.007326,-0.007326,0.126007,3.352381,1.756777,0.070818,0.028816,-0.027839,0.003139,-1.569990,0.993537,0.005719,0.006963,-0.004423,0.025885,0.006647,-0.010473,0.046774,0.057701,-0.037985
0.364214,-0.000191,-1.571107,0.994316,0.000572,0.000572,-0.000191,0.004396,-0.004396,-0.004396,0.007326,0.007326,-0.021978,0.140659,3.353846,1.747985,0.071795,0.029792,-0.029304,0.003270,-1.569957,0.993484,0.005957,0.007256,-0.004616,0.026583,0.006825,-0.010737,0.048018,0.059272,-0.039101
0.369309,-0.000191,-1.571107,0.994316,0.000954,0.000954,-0.000191,0.004396,-0.004396,-0.004396,0.007326,0.007326,-0.007326,0.158242,3.355311,1.755311,0.068864,0.031258,-0.031258,0.003405,-1.569922,0.993430,0.006201,0.007557,-0.004815,0.027290,0.007005,-0.011004,0.049277,0.060861,-0.040233
0.374390,0.000191,-1.571107,0.994316,0.000954,0.000954,-0.000191,0.004396,0.004396,-0.004396,0.007326,-0.007326,-0.007326,0.180220,3.356776,1.756777,0.067399,0.032234,-0.032723,0.003544,-1.569886,0.993374,0.006451,0.007866,-0.005020,0.028004,0.007186,-0.011272,0.050549,0.062468,-0.041383
0.379472,0.000191,-1.571107,0.994316,0.000954,0.000954,-0.000191,0.004396,0.004396,-0.004396,-0.007326,0.007326,-0.007326,0.200733,3.359707,1.745055,0.065446,0.034188,-0.034188,0.003686,-1.569850,0.993317,0.006708,0.008183,-0.005230,0.028727,0.007370,-0.011542,0.051835,0.064093,-0.042549
0.384588,0.000191,-1.571107,0.994316,0.000954,0.000954,-0.000191,0.004396,0.004396,-0.004396,0.021978,-0.007326,-0.007326,0.210989,3.359707,1.734799,0.062515,0.036630,-0.036142,0.003832,-1.569813,0.993258,0.006971,0.008509,-0.005447,0.029457,0.007555,-0.011813,0.053134,0.065735,-0.043732
0.389687,0.000191,-1.571107,0.994316,0.000954,0.000954,-0.000191,0.013187,0.004396,-0.004396,0.007326,-0.007326,0.007326,0.215385,3.359707,1.733333,0.060073,0.039560,-0.037607,0.003981,-1.569774,0.993198,0.007240,0.008842,-0.005669,0.030194,0.007741,-0.012087,0.054446,0.067395,-0.044932
0.394786,0.000191,-1.571107,0.994316,0.001335,0.000954,-0.000191,0.021978,0.004396,-0.004396,0.021978,0.007326,-0.021978,0.216850,3.364102,1.727473,0.059096,0.042002,-0.039072,0.004135,-1.569735,0.993137,0.007517,0.009184,-0.005897,0.030939,0.007930,-0.012362,0.055772,0.069073,-0.046149
0.399880,0.000572,-1.571107,0.994316,0.001335,0.000954,-0.000191,0.030769,0.004396,-0.004396,0.021978,-0.007326,0.007326,0.186081,3.374359,1.721612,0.056166,0.044933,-0.040537,0.004292,-1.569695,0.993074,0.007799,0.009535,-0.006132,0.031692,0.008120,-0.012638,0.057110,0.070768,-0.047382
0.404994,0.000954,-1.571107,0.994316,0.001335,0.001335,-0.000572,0.030769,0.004396,-0.004396,0.021978,0.021978,-0.021978,0.143590,3.365568,1.721612,0.053724,0.049817,-0.042979,0.004452,-1.569654,0.993010,0.008089,0.009894,-0.006372,0.032452,0.008312,-0.012916,0.058462,0.072479,-0.048632
0.410091,0.000954,-1.571107,0.994316,0.001717,0.001335,-0.000572,0.004396,0.004396,-0.004396,0.036630,0.007326,-0.021978,0.118681,3.345055,1.728938,0.051282,0.054701,-0.045421,0.004785,-1.569568,0.992878,0.008689,0.010638,-0.006873,0.033995,0.008700,-0.013476,0.061204,0.075954,-0.051184
