time,q1,q2,q3,q4,q5,q6,qv1,qv2,qv3,qv4,qv5,qv6,tau1,tau2,tau3,tau4,tau5,tau6,q_des1,q_des2,q_des3,q_des4,q_des5,q_des6,qv_des1,qv_des2,qv_des3,qv_des4,qv_des5,qv_des6
0.000002,-0.001335,-1.576066,0.992790,-0.004005,0.006676,0.004387,-0.004396,-0.004396,-0.004396,-0.021978,-0.021978,-0.021978,-0.007326,2.879121,1.794872,-0.007326,-0.012210,0.007326,0.000000,-1.570796,0.994838,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000
0.005287,-0.001335,-1.576066,0.992790,-0.004005,0.006676,0.004387,-0.004396,-0.004396,-0.004396,-0.021978,-0.007326,-0.007326,0.021978,2.857143,1.809524,-0.009768,-0.012210,0.007326,-0.000000,-1.570796,0.994838,0.000000,0.000000,0.000000,-0.000015,0.000008,-0.000005,0.000002,0.000028,0.000015
0.010511,-0.001335,-1.576066,0.992790,-0.003624,0.006676,0.004387,-0.004396,-0.004396,-0.004396,-0.007326,-0.007326,-0.007326,0.017094,2.869353,1.833944,-0.008954,-0.010582,0.007326,-0.000000,-1.570796,0.994838,0.000000,0.000000,0.000000,-0.000061,0.000031,-0.000022,0.000007,0.000111,0.000061
0.015766,-0.001335,-1.575685,0.992790,-0.003624,0.006676,0.004387,-0.004396,0.004396,-0.004396,-0.007326,-0.007326,0.007326,0.036630,2.919414,1.831502,-0.007326,-0.010989,0.007326,-0.000001,-1.570796,0.994837,0.000000,0.000001,0.000001,-0.000137,0.000069,-0.000050,0.000015,0.000250,0.000136
0.020897,-0.001335,-1.575685,0.992790,-0.004005,0.006676,0.004387,-0.004396,0.004396,-0.004396,-0.021978,-0.021978,0.007326,0.042491,2.975824,1.862271,-0.006349,-0.011233,0.007326,-0.000002,-1.570795,0.994837,0.000000,0.000003,0.000002,-0.000244,0.000123,-0.000089,0.000025,0.000444,0.000243
0.026010,-0.001335,-1.575685,0.993172,-0.003624,0.006676,0.004387,-0.004396,0.004396,-0.004396,0.007326,0.007326,-0.007326,0.039072,3.006105,1.892552,-0.006512,-0.012210,0.007326,-0.000003,-1.570795,0.994836,0.000000,0.000006,0.000003,-0.000380,0.000193,-0.000139,0.000039,0.000693,0.000379
0.031128,-0.001335,-1.575685,0.993172,-0.003624,0.006676,0.004387,-0.004396,0.004396,0.004396,-0.007326,-0.007326,-0.021978,0.028257,3.050759,1.920460,-0.005931,-0.013605,0.006628,-0.000006,-1.570793,0.994836,0.000001,0.000010,0.000006,-0.000547,0.000278,-0.000201,0.000055,0.000996,0.000546
0.036294,-0.001335,-1.575685,0.993172,-0.004005,0.006676,0.004387,-0.004396,0.004396,0.004396,-0.021978,-0.007326,-0.021978,0.025641,3.093407,1.943223,-0.005495,-0.014652,0.006716,-0.000009,-1.570792,0.994834,0.000001,0.000017,0.000009,-0.000745,0.000380,-0.000274,0.000074,0.001353,0.000744
0.041449,-0.001335,-1.575685,0.993172,-0.003624,0.006676,0.004387,-0.004396,0.004396,0.004396,-0.007326,-0.007326,-0.007326,0.021978,3.129833,1.943020,-0.004613,-0.016009,0.006241,-0.000013,-1.570789,0.994833,0.000001,0.000025,0.000013,-0.000972,0.000497,-0.000358,0.000095,0.001765,0.000972
0.046615,-0.001335,-1.575685,0.993172,-0.003624,0.006676,0.004387,-0.004396,0.004396,0.004396,-0.007326,-0.021978,0.007326,0.016117,3.166300,1.951648,-0.003419,-0.017582,0.005861,-0.000019,-1.570787,0.994831,0.000002,0.000035,0.000019,-0.001229,0.000630,-0.000455,0.000119,0.002230,0.001231
0.051762,-0.001335,-1.575303,0.993172,-0.003624,0.006676,0.004387,-0.004396,0.013187,0.004396,-0.007326,-0.007326,-0.007326,0.017582,3.226374,1.960440,-0.000977,-0.020513,0.004884,-0.000026,-1.570783,0.994828,0.000003,0.000047,0.000026,-0.001517,0.000779,-0.000563,0.000144,0.002748,0.001521
0.056882,-0.001335,-1.575303,0.993172,-0.003624,0.006676,0.004387,-0.004396,0.013187,0.004396,-0.021978,-0.021978,-0.021978,0.010256,3.299634,1.980952,0.001465,-0.023443,0.003419,-0.000035,-1.570779,0.994825,0.000003,0.000063,0.000035,-0.001834,0.000944,-0.000683,0.000171,0.003319,0.001841
0.062054,-0.001335,-1.575303,0.993172,-0.003624,0.006676,0.004387,-0.004396,0.013187,0.004396,0.007326,-0.007326,-0.007326,0.005861,3.355311,1.980952,0.003419,-0.027839,0.001954,-0.000045,-1.570773,0.994821,0.000004,0.000081,0.000045,-0.002181,0.001125,-0.000815,0.000200,0.003943,0.002192
0.067204,-0.001335,-1.575303,0.993553,-0.003624,0.006676,0.004387,-0.004396,0.013187,0.004396,-0.007326,-0.036630,-0.007326,0.000000,3.397802,1.998535,0.005861,-0.032234,0.000488,-0.000057,-1.570767,0.994817,0.000005,0.000103,0.000057,-0.002558,0.001322,-0.000958,0.000231,0.004619,0.002574
0.072289,-0.001335,-1.575303,0.993553,-0.003624,0.006676,0.004387,-0.004396,0.021978,0.004396,0.021978,-0.007326,-0.007326,0.001465,3.416850,1.989744,0.008303,-0.037118,-0.001465,-0.000071,-1.570760,0.994811,0.000007,0.000128,0.000071,-0.002964,0.001536,-0.001114,0.000263,0.005347,0.002986
0.077472,-0.001335,-1.574922,0.993553,-0.003624,0.006294,0.004005,-0.004396,0.021978,0.004396,-0.007326,-0.007326,-0.007326,-0.001465,3.446154,1.982418,0.012210,-0.041514,-0.003419,-0.000087,-1.570752,0.994805,0.000008,0.000157,0.000087,-0.003400,0.001766,-0.001282,0.000296,0.006127,0.003430
0.082622,-0.001335,-1.574922,0.993553,-0.003624,0.006294,0.004005,-0.004396,0.021978,0.004396,0.007326,-0.007326,-0.021978,0.002930,3.456410,1.972161,0.015629,-0.045421,-0.004884,-0.000105,-1.570742,0.994798,0.000010,0.000190,0.000106,-0.003866,0.002013,-0.001462,0.000331,0.006959,0.003904
0.087711,-0.001335,-1.574922,0.993553,-0.003624,0.006294,0.004005,-0.004396,0.021978,0.004396,0.021978,-0.021978,-0.007326,0.000000,3.454945,1.960440,0.019536,-0.050794,-0.007326,-0.000126,-1.570731,0.994790,0.000011,0.000228,0.000127,-0.004360,0.002276,-0.001655,0.000367,0.007842,0.004409
0.092821,-0.001335,-1.574540,0.993553,-0.003624,0.005913,0.004005,-0.004396,0.013187,0.004396,0.007326,-0.021978,-0.021978,-0.002930,3.450549,1.963370,0.023932,-0.055189,-0.009280,-0.000149,-1.570719,0.994782,0.000013,0.000270,0.000151,-0.004885,0.002555,-0.001859,0.000404,0.008775,0.004944
0.097966,-0.001335,-1.574540,0.993553,-0.003624,0.005913,0.004005,-0.004396,0.013187,0.004396,-0.021978,-0.021978,0.007326,0.008791,3.440293,1.956044,0.028816,-0.059585,-0.011722,-0.000176,-1.570705,0.994772,0.000015,0.000317,0.000177,-0.005438,0.002852,-0.002077,0.000441,0.009760,0.005511
0.103054,-0.001335,-1.574540,0.993553,-0.003624,0.005913,0.004005,-0.004396,0.013187,0.004396,0.007326,-0.036630,-0.036630,0.011722,3.440293,1.963370,0.032234,-0.063004,-0.013675,-0.000204,-1.570690,0.994761,0.000018,0.000369,0.000206,-0.006021,0.003165,-0.002306,0.000480,0.010794,0.006109
0.108165,-0.001335,-1.574159,0.993553,-0.003624,0.005913,0.004005,-0.004396,0.013187,0.004396,-0.007326,-0.021978,-0.007326,0.011722,3.427106,1.956044,0.036142,-0.065934,-0.015140,-0.000236,-1.570673,0.994748,0.000020,0.000426,0.000239,-0.006632,0.003495,-0.002548,0.000518,0.011878,0.006737
0.113278,-0.001335,-1.574159,0.993935,-0.003624,0.005531,0.004005,-0.004396,0.021978,0.004396,-0.007326,-0.021978,-0.007326,0.013187,3.416850,1.969231,0.040537,-0.068376,-0.016606,-0.000271,-1.570655,0.994735,0.000023,0.000488,0.000274,-0.007273,0.003841,-0.002803,0.000558,0.013012,0.007397
0.118411,-0.001335,-1.574159,0.993935,-0.003624,0.005531,0.004005,-0.004396,0.021978,-0.004396,-0.007326,0.007326,-0.007326,0.010256,3.393407,1.967766,0.044444,-0.070330,-0.018071,-0.000310,-1.570634,0.994720,0.000026,0.000557,0.000313,-0.007942,0.004205,-0.003070,0.000597,0.014196,0.008087
0.123526,-0.001335,-1.573777,0.993935,-0.003624,0.005150,0.003624,-0.004396,0.021978,-0.004396,0.007326,-0.051282,-0.021978,0.000000,3.374359,1.967766,0.049328,-0.071795,-0.019536,-0.000352,-1.570612,0.994704,0.000029,0.000632,0.000356,-0.008640,0.004585,-0.003350,0.000637,0.015428,0.008809
0.128641,-0.001335,-1.573777,0.993935,-0.003243,0.005150,0.004005,-0.004396,0.021978,-0.004396,0.007326,-0.036630,-0.007326,0.008791,3.349450,1.963370,0.053236,-0.072283,-0.021001,-0.000397,-1.570588,0.994686,0.000032,0.000713,0.000402,-0.009367,0.004983,-0.003642,0.000677,0.016709,0.009561
0.133788,-0.001335,-1.573777,0.993935,-0.003243,0.005150,0.003624,-0.004396,0.013187,-0.004396,0.007326,-0.036630,-0.021978,0.016117,3.337729,1.950183,0.057631,-0.072772,-0.022466,-0.000446,-1.570562,0.994667,0.000036,0.000800,0.000452,-0.010122,0.005398,-0.003948,0.000717,0.018038,0.010344
0.138941,-0.001335,-1.573777,0.993935,-0.003243,0.005150,0.003624,-0.004396,0.013187,-0.004396,0.007326,-0.007326,-0.021978,0.017582,3.330403,1.954579,0.062027,-0.072772,-0.023932,-0.000499,-1.570534,0.994646,0.000040,0.000895,0.000507,-0.010906,0.005830,-0.004266,0.000757,0.019416,0.011158
0.144041,-0.001335,-1.573396,0.993935,-0.003243,0.004768,0.003624,-0.004396,0.013187,-0.004396,0.007326,-0.036630,-0.021978,0.016117,3.326007,1.954579,0.065934,-0.072283,-0.024908,-0.000556,-1.570503,0.994624,0.000043,0.000996,0.000565,-0.011717,0.006279,-0.004597,0.000796,0.020841,0.012003
0.149152,-0.001335,-1.573396,0.993935,-0.003243,0.004768,0.003624,-0.004396,0.013187,-0.004396,0.021978,-0.051282,-0.007326,0.005861,3.320146,1.957509,0.068864,-0.070330,-0.025885,-0.000617,-1.570471,0.994600,0.000048,0.001104,0.000628,-0.012558,0.006745,-0.004941,0.000835,0.022313,0.012880
0.154239,-0.001335,-1.573396,0.993935,-0.003243,0.004387,0.003624,-0.004396,0.004396,-0.004396,0.007326,-0.036630,-0.021978,-0.001465,3.305494,1.954579,0.071306,-0.067888,-0.026862,-0.000682,-1.570435,0.994574,0.000052,0.001221,0.000695,-0.013426,0.007229,-0.005298,0.000874,0.023832,0.013787
0.159340,-0.001335,-1.573396,0.993935,-0.002861,0.004387,0.003624,-0.004396,0.013187,-0.004396,0.007326,-0.036630,-0.021978,0.004396,3.298168,1.944322,0.074725,-0.066422,-0.028327,-0.000752,-1.570398,0.994547,0.000056,0.001344,0.000766,-0.014322,0.007730,-0.005668,0.000912,0.025398,0.014725
0.164455,-0.001335,-1.573396,0.993935,-0.002861,0.004387,0.003624,-0.004396,0.013187,-0.004396,0.021978,-0.007326,-0.007326,-0.001465,3.296703,1.929670,0.077656,-0.064957,-0.029792,-0.000827,-1.570357,0.994517,0.000061,0.001476,0.000843,-0.015246,0.008248,-0.006051,0.000949,0.027011,0.015694
0.169572,-0.001335,-1.573014,0.993935,-0.002861,0.004005,0.003624,-0.004396,0.013187,-0.004396,-0.007326,-0.051282,-0.007326,0.011722,3.299634,1.932601,0.079609,-0.062515,-0.031258,-0.000906,-1.570315,0.994486,0.000066,0.001616,0.000924,-0.016197,0.008784,-0.006448,0.000985,0.028669,0.016693
0.174674,-0.001335,-1.573014,0.993935,-0.002861,0.004005,0.003624,-0.004396,0.013187,-0.004396,-0.007326,-0.021978,-0.021978,0.011722,3.304029,1.948718,0.079609,-0.059585,-0.032723,-0.000990,-1.570269,0.994452,0.000071,0.001765,0.001011,-0.017176,0.009338,-0.006857,0.001021,0.030374,0.017724
0.179815,-0.001335,-1.573014,0.993935,-0.002861,0.004005,0.003624,-0.004396,0.013187,-0.004396,0.021978,-0.036630,0.007326,0.008791,3.304029,1.950183,0.080586,-0.057631,-0.034188,-0.001079,-1.570221,0.994417,0.000076,0.001922,0.001103,-0.018183,0.009909,-0.007279,0.001055,0.032123,0.018786
0.184909,-0.001335,-1.573014,0.993935,-0.002480,0.004005,0.003624,-0.004396,0.013187,-0.004396,0.007326,-0.021978,0.007326,-0.004396,3.289377,1.954579,0.081074,-0.054701,-0.035653,-0.001173,-1.570169,0.994379,0.000081,0.002088,0.001200,-0.019217,0.010498,-0.007715,0.001088,0.033918,0.019878
0.189993,-0.001335,-1.572633,0.993935,-0.002480,0.003624,0.003624,-0.004396,0.013187,-0.004396,0.007326,-0.007326,-0.021978,-0.013187,3.270330,1.948718,0.080586,-0.051770,-0.036630,-0.001272,-1.570115,0.994339,0.000087,0.002263,0.001303,-0.020278,0.011104,-0.008164,0.001120,0.035757,0.021002
0.195081,-0.001335,-1.572633,0.993935,-0.002480,0.003624,0.003243,-0.004396,0.013187,-0.004396,0.007326,-0.007326,-0.021978,-0.004396,3.245421,1.942857,0.079121,-0.049817,-0.038584,-0.001487,-1.569997,0.994252,0.000099,0.002641,0.001525,-0.022481,0.012371,-0.009102,0.001180,0.039569,0.023341
0.200268,-0.001335,-1.572633,0.993935,-0.002480,0.003624,0.003243,-0.004396,0.013187,-0.004396,0.021978,-0.021978,-0.007326,0.002930,3.226374,1.944322,0.076679,-0.049328,-0.040049,-0.001602,-1.569933,0.994205,0.000105,0.002845,0.001646,-0.023623,0.013031,-0.009591,0.001208,0.041540,0.024557
0.205384,-0.001335,-1.572633,0.993935,-0.002480,0.003624,0.003243,-0.004396,0.013187,-0.004396,0.007326,-0.007326,-0.007326,0.014652,3.201465,1.941392,0.075702,-0.049817,-0.042002,-0.001724,-1.569866,0.994156,0.000111,0.003059,0.001772,-0.024792,0.013709,-0.010093,0.001234,0.043555,0.025803
0.210560,-0.001335,-1.572633,0.993935,-0.002098,0.003624,0.003243,-0.004396,0.013187,-0.004396,0.007326,-0.007326,-0.007326,0.008791,3.179487,1.941392,0.072772,-0.050794,-0.042979,-0.001852,-1.569795,0.994104,0.000117,0.003283,0.001905,-0.025987,0.014405,-0.010608,0.001258,0.045613,0.027080
0.215796,-0.001335,-1.572251,0.993935,-0.002098,0.003624,0.003243,-0.004396,0.013187,-0.004396,-0.007326,-0.021978,-0.036630,0.013187,3.157509,1.936996,0.070330,-0.050305,-0.044444,-0.001985,-1.569721,0.994049,0.000123,0.003517,0.002044,-0.027208,0.015118,-0.011137,0.001281,0.047713,0.028388
0.220905,-0.001335,-1.572251,0.993935,-0.002098,0.003624,0.003243,-0.004396,0.013187,-0.004396,0.007326,-0.036630,-0.021978,-0.004396,3.132601,1.928205,0.067888,-0.051282,-0.045910,-0.002125,-1.569644,0.993992,0.000130,0.003762,0.002190,-0.028456,0.015850,-0.011680,0.001302,0.049856,0.029727
0.226014,-0.001335,-1.572251,0.993935,-0.002098,0.003243,0.003243,-0.004396,0.013187,-0.004396,-0.007326,-0.007326,-0.021978,-0.002930,3.115018,1.916484,0.066422,-0.052259,-0.046886,-0.002271,-1.569562,0.993932,0.000136,0.004018,0.002343,-0.029729,0.016600,-0.012236,0.001320,0.052041,0.031096
0.231184,-0.001335,-1.572251,0.993935,-0.001717,0.003243,0.003243,-0.004396,0.013187,-0.004396,0.051282,-0.021978,-0.007326,-0.005861,3.095971,1.922344,0.064469,-0.053724,-0.048352,-0.002424,-1.569477,0.993869,0.000143,0.004285,0.002503,-0.031029,0.017368,-0.012805,0.001337,0.054267,0.032496
0.236301,-0.001335,-1.572251,0.993935,-0.001717,0.003243,0.003243,-0.004396,0.013187,-0.004396,0.007326,-0.021978,-0.021978,-0.002930,3.085714,1.934066,0.061538,-0.056654,-0.049328,-0.002583,-1.569388,0.993803,0.000150,0.004563,0.002669,-0.032354,0.018154,-0.013388,0.001351,0.056534,0.033926
0.241450,-0.001335,-1.571870,0.993935,-0.001717,0.003243,0.003243,-0.004396,0.013187,-0.004396,-0.021978,0.007326,-0.021978,0.014652,3.084249,1.931136,0.059096,-0.058608,-0.050794,-0.002748,-1.569294,0.993735,0.000156,0.004852,0.002843,-0.033705,0.018959,-0.013984,0.001363,0.058843,0.035387
0.246591,-0.001335,-1.571870,0.993935,-0.001717,0.003243,0.003243,-0.004396,0.004396,-0.004396,0.007326,-0.021978,-0.021978,0.010256,3.073993,1.931136,0.057631,-0.060073,-0.051770,-0.002921,-1.569197,0.993663,0.000163,0.005154,0.003025,-0.035082,0.019781,-0.014594,0.001373,0.061192,0.036879
0.251709,-0.001335,-1.571870,0.993935,-0.001717,0.003243,0.003243,-0.004396,0.013187,-0.004396,-0.007326,-0.007326,-0.007326,0.000000,3.068132,1.915018,0.056654,-0.062027,-0.052747,-0.003101,-1.569096,0.993588,0.000170,0.005467,0.003214,-0.036483,0.020622,-0.015217,0.001380,0.063581,0.038400
0.256847,-0.001335,-1.571870,0.993935,-0.001717,0.003243,0.003243,-0.004396,0.004396,-0.004396,0.021978,0.007326,-0.007326,-0.013187,3.066667,1.925275,0.056166,-0.063492,-0.053724,-0.003287,-1.568990,0.993510,0.000177,0.005792,0.003410,-0.037910,0.021481,-0.015854,0.001384,0.066010,0.039953
0.261956,-0.001335,-1.571870,0.993935,-0.001717,0.003243,0.003243,-0.004396,0.004396,-0.004396,-0.007326,-0.007326,-0.021978,-0.002930,3.054945,1.928205,0.056166,-0.063004,-0.055189,-0.003481,-1.568880,0.993429,0.000184,0.006129,0.003615,-0.039362,0.022359,-0.016505,0.001387,0.068479,0.041535
0.267078,-0.001335,-1.571870,0.993935,-0.001717,0.003243,0.002861,-0.004396,0.004396,-0.004396,0.021978,-0.007326,-0.036630,0.004396,3.046154,1.945788,0.055189,-0.064469,-0.056166,-0.003683,-1.568766,0.993344,0.000191,0.006479,0.003827,-0.040838,0.023255,-0.017168,0.001386,0.070987,0.043148
0.272201,-0.001335,-1.571488,0.993935,-0.001717,0.003243,0.002861,-0.004396,0.004396,-0.004396,-0.007326,-0.007326,-0.021978,0.011722,3.047619,1.947253,0.056166,-0.065446,-0.057143,-0.003891,-1.568647,0.993256,0.000198,0.006842,0.004048,-0.042340,0.024169,-0.017846,0.001383,0.073533,0.044791
0.277316,-0.001335,-1.571488,0.993935,-0.001717,0.003243,0.002861,-0.004396,0.004396,-0.004396,-0.007326,-0.007326,-0.036630,0.008791,3.056410,1.945788,0.056166,-0.066422,-0.058120,-0.004107,-1.568523,0.993165,0.000205,0.007217,0.004277,-0.043865,0.025102,-0.018537,0.001377,0.076118,0.046464
0.282462,-0.001335,-1.571488,0.993935,-0.001335,0.003243,0.002861,-0.013187,0.004396,-0.004396,0.007326,-0.007326,-0.021978,0.016117,3.065201,1.935531,0.055189,-0.066911,-0.059096,-0.004331,-1.568395,0.993070,0.000212,0.007606,0.004515,-0.045415,0.026053,-0.019241,0.001367,0.078741,0.048167
0.287594,-0.001335,-1.571488,0.993935,-0.001335,0.003243,0.002861,-0.004396,0.004396,-0.004396,0.007326,-0.021978,-0.007326,0.005861,3.075458,1.926740,0.056166,-0.067399,-0.060562,-0.004563,-1.568261,0.992972,0.000218,0.008007,0.004761,-0.046989,0.027023,-0.019959,0.001355,0.081402,0.049900
0.292704,-0.001335,-1.571488,0.993935,-0.001335,0.003243,0.002861,-0.004396,0.004396,-0.004396,0.007326,-0.007326,-0.007326,-0.011722,3.078388,1.922344,0.056654,-0.068376,-0.061538,-0.004803,-1.568123,0.992870,0.000225,0.008422,0.005015,-0.048587,0.028011,-0.020691,0.001340,0.084100,0.051663
0.297842,-0.001335,-1.571488,0.993935,-0.001335,0.003243,0.002861,-0.013187,0.004396,-0.004396,0.007326,-0.021978,-0.007326,-0.030769,3.113553,1.929670,0.056654,-0.068864,-0.062027,-0.005051,-1.567980,0.992764,0.000232,0.008851,0.005279,-0.050209,0.029017,-0.021436,0.001322,0.086835,0.053456
0.302984,-0.001335,-1.571488,0.993935,-0.001335,0.003243,0.002861,-0.004396,0.004396,-0.004396,-0.007326,-0.007326,-0.007326,-0.054212,3.141392,1.934066,0.057631,-0.068376,-0.062515,-0.005307,-1.567832,0.992655,0.000238,0.009294,0.005552,-0.051855,0.030043,-0.022195,0.001301,0.089606,0.055279
0.308089,-0.001335,-1.571488,0.993935,-0.001335,0.003243,0.002861,-0.004396,0.004396,-0.004396,0.007326,-0.021978,-0.036630,-0.065934,3.170696,1.923810,0.056654,-0.067888,-0.063004,-0.005571,-1.567679,0.992542,0.000245,0.009750,0.005834,-0.053524,0.031086,-0.022967,0.001276,0.092414,0.057132
0.313198,-0.001335,-1.571488,0.993935,-0.001335,0.003243,0.002861,-0.004396,0.004396,-0.004396,0.007326,0.007326,-0.021978,-0.098169,3.201465,1.917949,0.056654,-0.067888,-0.063492,-0.005844,-1.567520,0.992424,0.000251,0.010221,0.006125,-0.055216,0.032149,-0.023753,0.001248,0.095258,0.059014
0.318317,-0.001335,-1.571107,0.993935,-0.001335,0.003243,0.002861,-0.013187,0.004396,-0.004396,-0.007326,0.007326,-0.007326,-0.139194,3.254212,1.916484,0.057631,-0.065934,-0.063980,-0.006125,-1.567356,0.992303,0.000257,0.010705,0.006426,-0.056931,0.033230,-0.024552,0.001217,0.098137,0.060926
0.323421,-0.001335,-1.571107,0.993935,-0.001335,0.003243,0.002861,-0.013187,0.004396,-0.004396,-0.007326,0.007326,-0.021978,-0.184615,3.282051,1.916484,0.057631,-0.064469,-0.064469,-0.006415,-1.567187,0.992178,0.000263,0.011205,0.006736,-0.058669,0.034330,-0.025365,0.001182,0.101051,0.062867
0.328558,-0.001335,-1.571107,0.993935,-0.001335,0.003243,0.002861,-0.013187,0.004396,-0.004396,0.021978,-0.036630,-0.007326,-0.227106,3.302564,1.926740,0.058120,-0.063004,-0.064957,-0.006713,-1.567012,0.992049,0.000269,0.011719,0.007056,-0.060430,0.035448,-0.026191,0.001144,0.104000,0.064838
0.333720,-0.001335,-1.571107,0.993935,-0.000954,0.003243,0.002861,-0.013187,0.013187,-0.004396,0.007326,0.007326,-0.007326,-0.285714,3.340659,1.934066,0.058120,-0.061050,-0.064469,-0.007021,-1.566831,0.991915,0.000275,0.012248,0.007387,-0.062213,0.036585,-0.027031,0.001102,0.106984,0.066838
0.338928,-0.001335,-1.571107,0.993935,-0.001335,0.003243,0.002861,-0.013187,0.013187,-0.004396,-0.021978,-0.021978,-0.021978,-0.323810,3.350916,1.931136,0.057631,-0.058120,-0.063980,-0.007337,-1.566645,0.991778,0.000280,0.012792,0.007727,-0.064019,0.037741,-0.027884,0.001057,0.110002,0.068868
0.344105,-0.001335,-1.571107,0.993935,-0.001335,0.003243,0.002861,-0.013187,0.013187,-0.004396,-0.007326,0.007326,-0.007326,-0.354579,3.375824,1.928205,0.058608,-0.054701,-0.063492,-0.007663,-1.566452,0.991636,0.000285,0.013351,0.008077,-0.065846,0.038915,-0.028750,0.001008,0.113053,0.070927
0.349294,-0.001717,-1.570726,0.993935,-0.000954,0.003243,0.002861,-0.021978,0.021978,-0.013187,0.021978,0.021978,-0.021978,-0.379487,3.364102,1.910623,0.058608,-0.050305,-0.063004,-0.007998,-1.566254,0.991489,0.000290,0.013926,0.008438,-0.067696,0.040108,-0.029630,0.000955,0.116137,0.073015
0.354478,-0.001717,-1.570726,0.993935,-0.000954,0.003624,0.002861,-0.030769,0.021978,-0.004396,-0.007326,-0.007326,-0.007326,-0.378022,3.352381,1.897436,0.058120,-0.045421,-0.062515,-0.008342,-1.566050,0.991338,0.000295,0.014516,0.008810,-0.069568,0.041320,-0.030523,0.000898,0.119255,0.075132
0.359619,-0.002098,-1.570726,0.993935,-0.000954,0.003624,0.002861,-0.048352,0.013187,-0.004396,0.007326,0.007326,0.021978,-0.369231,3.330403,1.868132,0.059096,-0.041026,-0.061538,-0.008695,-1.565840,0.991183,0.000299,0.015121,0.009192,-0.071460,0.042550,-0.031430,0.000838,0.122405,0.077278
0.364778,-0.002098,-1.570344,0.993935,-0.000954,0.003624,0.002861,-0.057143,0.013187,-0.004396,0.007326,0.021978,-0.007326,-0.356044,3.312820,1.850549,0.059096,-0.035165,-0.060073,-0.009058,-1.565623,0.991023,0.000303,0.015743,0.009585,-0.073375,0.043800,-0.032350,0.000774,0.125587,0.079453
0.369928,-0.002480,-1.570344,0.993553,-0.000954,0.003624,0.002861,-0.039560,0.013187,-0.004396,0.007326,0.021978,-0.007326,-0.332601,3.276190,1.806593,0.059096,-0.029792,-0.059096,-0.009431,-1.565401,0.990859,0.000307,0.016380,0.009989,-0.075310,0.045068,-0.033283,0.000706,0.128801,0.081656
0.375046,-0.002480,-1.570344,0.993553,-0.000954,0.003624,0.002861,-0.021978,0.013187,-0.004396,-0.007326,0.007326,-0.007326,-0.307692,3.265934,1.759707,0.059585,-0.024420,-0.057631,-0.010206,-1.564936,0.990515,0.000313,0.017704,0.010830,-0.079244,0.047660,-0.035189,0.000557,0.135322,0.086149
0.380184,-0.002480,-1.570344,0.993553,-0.000954,0.003624,0.002861,-0.021978,0.013187,-0.004396,-0.007326,0.007326,0.007326,-0.265201,3.263004,1.711355,0.060073,-0.018559,-0.056166,-0.010608,-1.564693,0.990336,0.000315,0.018391,0.011267,-0.081241,0.048984,-0.036162,0.000477,0.138629,0.088439
0.385312,-0.002861,-1.569963,0.993553,-0.000954,0.004005,0.002861,-0.039560,0.013187,-0.013187,-0.007326,-0.007326,-0.007326,-0.221245,3.242491,1.668864,0.062515,-0.011233,-0.054701,-0.011020,-1.564444,0.990153,0.000318,0.019094,0.011716,-0.083260,0.050328,-0.037148,0.000393,0.141967,0.090756
0.390431,-0.002861,-1.569963,0.993553,-0.000954,0.004005,0.002861,-0.057143,0.021978,-0.013187,-0.036630,0.007326,-0.007326,-0.155311,3.230769,1.630769,0.063004,-0.003419,-0.052747,-0.011443,-1.564189,0.989964,0.000319,0.019814,0.012177,-0.085298,0.051689,-0.038147,0.000304,0.145334,0.093102
0.395573,-0.003243,-1.569963,0.993553,-0.000572,0.004005,0.002861,-0.048352,0.021978,-0.013187,0.021978,0.021978,0.007326,-0.093773,3.205861,1.589744,0.062027,0.005372,-0.050794,-0.011875,-1.563926,0.989770,0.000320,0.020551,0.012650,-0.087356,0.053070,-0.039160,0.000211,0.148730,0.095476
0.400708,-0.003243,-1.569963,0.993553,-0.000954,0.004005,0.002861,-0.021978,0.021978,-0.013187,-0.007326,0.021978,-0.007326,-0.052747,3.198535,1.561905,0.062027,0.013187,-0.049328,-0.012318,-1.563657,0.989571,0.000321,0.021304,0.013134,-0.089434,0.054469,-0.040185,0.000114,0.152156,0.097879
0.405866,-0.003243,-1.569581,0.993553,-0.000572,0.004387,0.002861,-0.021978,0.021978,-0.021978,0.007326,0.007326,0.007326,-0.054212,3.194139,1.541392,0.062515,0.020513,-0.047375,-0.012772,-1.563380,0.989367,0.000322,0.022076,0.013631,-0.091531,0.055887,-0.041224,0.000013,0.155611,0.100309
0.410965,-0.003624,-1.569581,0.993553,-0.000572,0.004387,0.002861,-0.021978,0.013187,-0.013187,-0.007326,0.051282,-0.007326,-0.070330,3.207326,1.541392,0.061538,0.029304,-0.044933,-0.013236,-1.563096,0.989158,0.000321,0.022864,0.014140,-0.093647,0.057324,-0.042275,-0.000092,0.159094,0.102767
0.416131,-0.003624,-1.569581,0.993172,-0.000572,0.004768,0.002861,-0.021978,0.013187,-0.021978,-0.007326,0.051282,0.007326,-0.102564,3.236630,1.516484,0.061538,0.037118,-0.042491,-0.013710,-1.562805,0.988943,0.000320,0.023670,0.014661,-0.095783,0.058780,-0.043339,-0.000202,0.162605,0.105252
